1.500000000000000000e+01 1.569999999999999929e+01
1.500000000000000000e+01 1.500000000000000000e+01
1.500000000000000000e+01 5.000000000000000000e+01
1.500000000000000000e+01 1.569999999999999929e+01
1.559999999999999964e+01 5.000000000000000000e+01
1.500000000000000000e+01 5.000000000000000000e+01
4.500000000000000000e+01 5.000000000000000000e+01
1.559999999999999964e+01 5.000000000000000000e+01
4.500000000000000000e+01 4.800000000000000000e+01
4.500000000000000000e+01 5.000000000000000000e+01
4.500000000000000000e+01 -5.000000000000000000e+01
4.500000000000000000e+01 4.800000000000000000e+01
4.439999999999999858e+01 -5.000000000000000000e+01
4.500000000000000000e+01 -5.000000000000000000e+01
1.500000000000000000e+01 -5.000000000000000000e+01
4.439999999999999858e+01 -5.000000000000000000e+01
1.500000000000000000e+01 -4.929999999999999716e+01
1.500000000000000000e+01 -5.000000000000000000e+01
1.500000000000000000e+01 -1.500000000000000000e+01
1.500000000000000000e+01 -4.929999999999999716e+01
1.440000000000000036e+01 -1.500000000000000000e+01
1.500000000000000000e+01 -1.500000000000000000e+01
-1.500000000000000000e+01 -1.500000000000000000e+01
1.440000000000000036e+01 -1.500000000000000000e+01
-1.500000000000000000e+01 4.929999999999999716e+01
-1.500000000000000000e+01 5.000000000000000000e+01
-1.500000000000000000e+01 1.500000000000000000e+01
-1.500000000000000000e+01 4.929999999999999716e+01
-1.440000000000000036e+01 1.500000000000000000e+01
-1.500000000000000000e+01 1.500000000000000000e+01
1.500000000000000000e+01 1.500000000000000000e+01
-1.440000000000000036e+01 1.500000000000000000e+01
-4.439999999999999858e+01 5.000000000000000000e+01
-4.500000000000000000e+01 5.000000000000000000e+01
-1.500000000000000000e+01 5.000000000000000000e+01
-4.439999999999999858e+01 5.000000000000000000e+01
-4.500000000000000000e+01 -4.800000000000000000e+01
-4.500000000000000000e+01 -5.000000000000000000e+01
-4.500000000000000000e+01 5.000000000000000000e+01
-4.500000000000000000e+01 -4.800000000000000000e+01
-1.559999999999999964e+01 -5.000000000000000000e+01
-1.500000000000000000e+01 -5.000000000000000000e+01
-4.500000000000000000e+01 -5.000000000000000000e+01
-1.559999999999999964e+01 -5.000000000000000000e+01
-1.500000000000000000e+01 -1.569999999999999929e+01
-1.500000000000000000e+01 -1.500000000000000000e+01
-1.500000000000000000e+01 -5.000000000000000000e+01
-1.500000000000000000e+01 -1.569999999999999929e+01
1.500000000000000000e+01 1.639999999999999858e+01
1.500000000000000000e+01 1.500000000000000000e+01
1.500000000000000000e+01 5.000000000000000000e+01
1.500000000000000000e+01 1.639999999999999858e+01
1.619999999999999929e+01 5.000000000000000000e+01
1.500000000000000000e+01 5.000000000000000000e+01
4.500000000000000000e+01 5.000000000000000000e+01
1.619999999999999929e+01 5.000000000000000000e+01
4.500000000000000000e+01 4.600000000000000000e+01
4.500000000000000000e+01 5.000000000000000000e+01
4.500000000000000000e+01 -5.000000000000000000e+01
4.500000000000000000e+01 4.600000000000000000e+01
4.379999999999999716e+01 -5.000000000000000000e+01
4.500000000000000000e+01 -5.000000000000000000e+01
1.500000000000000000e+01 -5.000000000000000000e+01
4.379999999999999716e+01 -5.000000000000000000e+01
1.500000000000000000e+01 -4.860000000000000142e+01
1.500000000000000000e+01 -5.000000000000000000e+01
1.500000000000000000e+01 -1.500000000000000000e+01
1.500000000000000000e+01 -4.860000000000000142e+01
1.380000000000000071e+01 -1.500000000000000000e+01
1.500000000000000000e+01 -1.500000000000000000e+01
-1.500000000000000000e+01 -1.500000000000000000e+01
1.380000000000000071e+01 -1.500000000000000000e+01
-1.500000000000000000e+01 4.860000000000000142e+01
-1.500000000000000000e+01 5.000000000000000000e+01
-1.500000000000000000e+01 1.500000000000000000e+01
-1.500000000000000000e+01 4.860000000000000142e+01
-1.380000000000000071e+01 1.500000000000000000e+01
-1.500000000000000000e+01 1.500000000000000000e+01
1.500000000000000000e+01 1.500000000000000000e+01
-1.380000000000000071e+01 1.500000000000000000e+01
-4.379999999999999716e+01 5.000000000000000000e+01
-4.500000000000000000e+01 5.000000000000000000e+01
-1.500000000000000000e+01 5.000000000000000000e+01
-4.379999999999999716e+01 5.000000000000000000e+01
-4.500000000000000000e+01 -4.600000000000000000e+01
-4.500000000000000000e+01 -5.000000000000000000e+01
-4.500000000000000000e+01 5.000000000000000000e+01
-4.500000000000000000e+01 -4.600000000000000000e+01
-1.619999999999999929e+01 -5.000000000000000000e+01
-1.500000000000000000e+01 -5.000000000000000000e+01
-4.500000000000000000e+01 -5.000000000000000000e+01
-1.619999999999999929e+01 -5.000000000000000000e+01
-1.500000000000000000e+01 -1.639999999999999858e+01
-1.500000000000000000e+01 -1.500000000000000000e+01
-1.500000000000000000e+01 -5.000000000000000000e+01
-1.500000000000000000e+01 -1.639999999999999858e+01
1.500000000000000000e+01 1.710000000000000142e+01
1.500000000000000000e+01 1.500000000000000000e+01
1.500000000000000000e+01 5.000000000000000000e+01
1.500000000000000000e+01 1.710000000000000142e+01
1.680000000000000071e+01 5.000000000000000000e+01
